sensor_id,temperature,location,timestamp
790,86.92,bedroom,6/25/2022
791,74.08,living room,5/16/2022
792,12.39,bedroom,4/14/2022
793,72.84,outdoor,10/1/2022
794,98.27,kitchen,9/22/2022
795,39.48,living room,12/27/2022
796,80.9,kitchen,6/28/2022
797,55.25,bedroom,12/13/2022
798,27.77,living room,5/1/2022
799,-8.46,bedroom,9/25/2022
800,59.88,kitchen,12/10/2022
801,-18.77,kitchen,4/2/2022
802,34.68,living room,1/2/2022
803,-11.23,kitchen,9/17/2022
804,77.0,bedroom,12/10/2022
805,9.04,outdoor,7/30/2022
806,60.63,bedroom,6/29/2022
807,72.1,bedroom,6/30/2022
808,79.65,bedroom,4/13/2022
809,66.0,bedroom,12/16/2022
810,73.8,living room,9/9/2022
811,38.22,living room,8/20/2022
812,-12.91,outdoor,5/25/2022
813,55.85,kitchen,9/30/2022
814,54.3,living room,11/23/2022
815,43.12,living room,7/2/2022
816,5.22,outdoor,11/26/2022
817,73.89,living room,6/28/2022
818,23.71,outdoor,12/19/2022
819,88.02,bedroom,5/4/2022
820,68.98,bedroom,11/27/2022
821,-1.95,outdoor,6/14/2022
822,14.47,outdoor,5/6/2022
823,99.32,bedroom,1/6/2022
824,43.86,kitchen,11/11/2022
825,-8.52,bedroom,3/1/2022
826,11.04,living room,7/18/2022
827,69.86,living room,1/16/2022
828,-17.32,bedroom,10/23/2022
829,13.62,outdoor,7/14/2022
830,66.74,kitchen,3/3/2022
831,5.69,living room,3/25/2022
832,87.77,outdoor,12/4/2022
833,92.7,living room,7/2/2022
834,75.35,bedroom,4/13/2022
835,48.92,living room,9/8/2022
836,44.81,bedroom,4/30/2022
837,-1.05,outdoor,1/10/2022
838,51.62,kitchen,11/26/2022
839,-0.8,bedroom,3/23/2022
840,17.09,living room,8/14/2022
841,11.39,bedroom,6/2/2022
842,-17.04,kitchen,8/21/2022
843,63.94,living room,6/18/2022
844,-0.42,kitchen,10/7/2022
845,99.52,living room,5/24/2022
846,-7.32,outdoor,3/16/2022
847,48.31,kitchen,12/18/2022
848,65.0,living room,1/7/2022
849,56.72,bedroom,11/6/2022
850,84.05,living room,1/11/2022
851,79.24,outdoor,9/9/2022
852,-16.61,outdoor,2/2/2022
853,-10.03,outdoor,6/9/2022
854,-9.54,living room,12/5/2022
855,-16.66,kitchen,2/1/2022
856,2.59,outdoor,8/19/2022
857,26.72,outdoor,2/17/2022
858,90.14,outdoor,3/17/2022
859,96.58,bedroom,6/3/2022
860,14.46,bedroom,9/2/2022
861,77.31,bedroom,5/18/2022
862,80.92,outdoor,10/25/2022
863,47.1,bedroom,6/28/2022
864,50.59,outdoor,4/4/2022
865,62.31,kitchen,8/20/2022
866,8.96,bedroom,3/22/2022
867,68.44,bedroom,3/24/2022
868,11.28,bedroom,11/17/2022
869,77.96,living room,7/6/2022
870,86.82,kitchen,4/18/2022
871,71.81,bedroom,7/22/2022
872,85.61,bedroom,6/6/2022
873,82.03,bedroom,7/30/2022
874,-19.04,living room,8/5/2022
875,45.05,bedroom,3/26/2022
876,87.11,living room,7/6/2022
877,48.91,outdoor,3/7/2022
878,29.26,living room,12/13/2022
879,22.71,kitchen,9/29/2022
880,52.05,living room,12/21/2022
881,-19.54,outdoor,8/14/2022
882,3.21,outdoor,9/10/2022
883,-11.1,living room,3/1/2022
884,4.0,bedroom,8/24/2022
885,3.62,living room,8/13/2022
886,58.09,bedroom,8/10/2022
887,45.88,outdoor,2/14/2022
888,18.02,outdoor,4/11/2022
889,50.28,outdoor,7/29/2022
890,-15.69,outdoor,1/22/2022
891,87.18,bedroom,2/25/2022
892,58.02,kitchen,3/15/2022
893,96.35,kitchen,5/8/2022
894,-17.75,living room,1/27/2022
895,7.11,bedroom,10/25/2022
896,14.71,bedroom,3/15/2022
897,55.13,kitchen,1/17/2022
898,-5.32,living room,1/12/2022
899,27.65,bedroom,9/26/2022
900,23.12,bedroom,7/4/2022
901,35.51,outdoor,3/14/2022
902,73.64,living room,10/15/2022
903,85.19,bedroom,9/20/2022
904,58.75,kitchen,6/2/2022
905,99.32,kitchen,11/1/2022
906,43.08,living room,12/19/2022
907,86.94,bedroom,6/9/2022
908,67.33,kitchen,8/7/2022
909,-9.91,kitchen,4/26/2022
910,-13.64,kitchen,10/29/2022
911,-8.96,outdoor,9/30/2022
912,59.75,living room,9/26/2022
913,85.61,living room,5/16/2022
914,85.22,bedroom,2/10/2022
915,-14.66,living room,11/20/2022
916,-15.63,kitchen,1/7/2022
917,58.73,kitchen,6/27/2022
918,-8.34,kitchen,7/11/2022
919,-19.79,living room,11/24/2022
920,-9.87,kitchen,1/7/2022
921,79.94,outdoor,11/10/2022
922,23.54,bedroom,6/9/2022
923,50.55,living room,2/23/2022
924,-14.15,outdoor,2/8/2022
925,36.85,living room,10/21/2022
926,9.78,living room,6/12/2022
927,14.05,outdoor,6/29/2022
928,-1.14,living room,12/26/2022
929,-14.79,bedroom,8/18/2022
930,79.7,outdoor,6/22/2022
931,44.49,bedroom,6/18/2022
932,69.26,bedroom,11/29/2022
933,29.2,living room,7/11/2022
934,52.85,living room,9/24/2022
935,-9.12,outdoor,12/14/2022
936,79.42,kitchen,7/30/2022
937,47.2,kitchen,2/11/2022
938,35.33,bedroom,12/13/2022
939,98.54,kitchen,12/1/2022
940,36.52,living room,12/24/2022
941,73.6,outdoor,11/27/2022
942,-5.53,bedroom,5/15/2022
943,51.99,outdoor,8/13/2022
944,16.37,bedroom,6/23/2022
945,79.66,bedroom,6/25/2022
946,21.38,bedroom,11/4/2022
947,98.17,kitchen,7/8/2022
948,1.32,kitchen,11/21/2022
949,96.91,living room,2/6/2022
950,-3.72,bedroom,11/14/2022
951,13.09,living room,7/21/2022
952,54.27,living room,8/16/2022
953,-19.14,kitchen,7/29/2022
954,-15.75,outdoor,2/16/2022
955,46.82,bedroom,8/23/2022
956,35.89,outdoor,12/9/2022
957,30.35,kitchen,6/2/2022
958,88.99,bedroom,9/30/2022
959,42.78,bedroom,4/9/2022
960,17.05,kitchen,11/5/2022
961,82.93,living room,9/8/2022
962,68.81,outdoor,10/6/2022
963,95.51,living room,7/5/2022
964,12.95,outdoor,10/28/2022
965,88.56,living room,9/9/2022
966,26.99,living room,6/19/2022
967,8.7,living room,5/27/2022
968,-9.02,bedroom,7/9/2022
969,-8.83,bedroom,3/9/2022
970,41.28,outdoor,2/27/2022
971,73.01,bedroom,11/14/2022
972,46.94,living room,10/30/2022
973,-12.05,kitchen,5/9/2022
974,40.97,kitchen,4/6/2022
975,5.37,outdoor,4/12/2022
976,42.96,outdoor,8/28/2022
977,66.9,outdoor,6/10/2022
978,74.43,living room,11/28/2022
979,-3.14,living room,6/7/2022
980,88.71,outdoor,1/11/2022
981,69.44,living room,8/11/2022
982,77.99,outdoor,9/9/2022
983,78.56,living room,4/17/2022
984,50.88,outdoor,11/28/2022
985,6.39,living room,12/19/2022
986,65.94,kitchen,11/18/2022
987,34.71,outdoor,1/3/2022
988,98.12,outdoor,11/17/2022
989,-4.28,living room,2/10/2022
990,30.96,kitchen,7/8/2022
991,30.83,outdoor,8/6/2022
992,48.7,bedroom,1/17/2022
993,8.44,bedroom,2/1/2022
994,85.75,kitchen,2/25/2022
995,-7.08,bedroom,9/4/2022
996,70.03,bedroom,12/23/2022
997,17.16,bedroom,5/22/2022
998,67.54,bedroom,8/31/2022
999,3.74,kitchen,11/9/2022
1000,-17.08,outdoor,6/23/2022
